grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat
7,4050,0,1996-01-01,0,98144,47.5923
7,1320,0,1955-01-01,0,98116,47.5705
8,2310,0,1997-01-01,0,98092,47.3287
8,1440,0,1972-01-01,0,98133,47.7163
7,1180,1150,1968-01-01,0,98059,47.4768
8,2430,0,1994-01-01,0,98019,47.7125
7,1390,0,1982-01-01,0,98155,47.7652
6,1060,90,1930-01-01,2013,98168,47.4935
7,1370,750,1965-01-01,0,98168,47.4939
6,1340,960,1966-01-01,0,98144,47.5732
10,3320,0,1988-01-01,0,98006,47.5655
7,2400,0,1997-01-01,0,98133,47.7522
9,3240,340,1992-01-01,0,98027,47.4453
8,1700,400,1989-01-01,0,98056,47.5329
7,1550,0,2001-01-01,0,98019,47.7373
6,1570,0,1931-01-01,0,98022,47.2021
7,750,730,1928-01-01,0,98117,47.6859
7,2720,0,2002-01-01,0,98092,47.3344
7,1380,890,1977-01-01,0,98058,47.4653
7,1600,810,1978-01-01,0,98011,47.7341
9,1740,990,1996-01-01,0,98198,47.4005
7,1540,0,1986-01-01,0,98030,47.3511
11,3120,0,1986-01-01,0,98074,47.6142
7,930,550,1914-01-01,2007,98105,47.6684
6,860,0,1969-01-01,0,98042,47.3677
8,2180,0,1999-01-01,0,98117,47.6886
7,1300,0,1933-01-01,0,98168,47.4839
9,3420,0,2004-01-01,0,98010,47.3534
8,1570,560,1987-01-01,0,98031,47.4202
8,2300,0,1992-01-01,0,98014,47.6454
7,1480,1080,1979-01-01,0,98072,47.7572
7,1040,0,1951-01-01,0,98115,47.6774
10,3080,0,1990-01-01,0,98003,47.334
8,1610,1060,1975-01-01,0,98006,47.5623
8,2720,550,1983-01-01,0,98042,47.347
8,2610,0,1998-01-01,0,98155,47.7717
8,2460,0,1980-01-01,0,98059,47.4996
8,1930,0,1989-01-01,0,98007,47.6092
6,1220,0,1905-01-01,0,98116,47.5767
7,1330,700,1969-01-01,0,98059,47.5067
9,1500,920,1979-01-01,0,98034,47.7074
7,1870,0,2005-01-01,0,98042,47.3986
10,2720,300,1969-01-01,0,98005,47.6456
8,2050,830,1955-01-01,1987,98177,47.7704
7,1810,0,1997-01-01,0,98108,47.5691
9,2590,0,1991-01-01,0,98011,47.738
9,3830,0,2014-01-01,0,98053,47.6843
10,2260,990,2006-01-01,0,98005,47.6077
9,2120,640,1979-01-01,0,98042,47.3818
6,1220,0,1942-01-01,0,98146,47.5033
7,1280,0,2003-01-01,0,98125,47.7162
4,770,0,1942-01-01,0,98024,47.5661
7,1520,0,1968-01-01,0,98038,47.398
8,2080,0,1954-01-01,0,98125,47.7107
5,570,0,1918-01-01,0,98136,47.5517
7,830,670,1906-01-01,0,98122,47.6088
10,2510,0,1990-01-01,0,98011,47.7525
7,1980,0,1969-01-01,2003,98092,47.3231
8,2500,0,2000-01-01,0,98065,47.536
9,2720,0,1989-01-01,0,98074,47.6295
5,910,0,1953-01-01,0,98042,47.3752
7,1480,0,1974-01-01,0,98033,47.6723
7,1270,1200,1974-01-01,0,98058,47.4371
7,1090,560,1960-01-01,0,98115,47.6992
8,1700,0,1967-01-01,0,98115,47.6837
8,1995,0,1991-01-01,0,98070,47.4022
6,640,640,1919-01-01,0,98118,47.5341
9,2980,0,2001-01-01,0,98019,47.7354
7,1480,250,1941-01-01,0,98115,47.6978
10,1840,580,2006-01-01,0,98109,47.637
8,2320,480,1996-01-01,0,98038,47.4133
7,900,500,1954-01-01,0,98188,47.456
7,1180,890,1941-01-01,0,98125,47.7058
4,550,200,1946-01-01,0,98059,47.4756
7,1460,0,1954-01-01,0,98155,47.746
8,1220,920,1962-01-01,0,98115,47.6969
6,740,0,1942-01-01,0,98146,47.506
4,410,0,1953-01-01,0,98146,47.5077
7,1570,0,1953-01-01,0,98022,47.2077
9,2860,0,2006-01-01,0,98052,47.707
8,1400,0,1984-01-01,0,98006,47.542
8,1560,1140,1947-01-01,0,98144,47.5834
9,3330,1130,1996-01-01,0,98027,47.4992
8,2320,350,1948-01-01,0,98133,47.7121
7,1520,0,1967-01-01,0,98059,47.473
7,1520,0,1967-01-01,0,98059,47.473
7,1120,540,1906-01-01,0,98103,47.6871
7,860,0,1948-01-01,0,98146,47.508
7,1280,1060,1954-01-01,0,98146,47.5017
8,2110,0,1979-01-01,0,98027,47.5614
7,1010,0,1954-01-01,0,98055,47.49
8,2330,0,1987-01-01,0,98005,47.6009
12,6430,0,2001-01-01,0,98004,47.6208
8,1310,300,1960-01-01,0,98177,47.7588
7,1460,0,1981-01-01,0,98042,47.3683
7,1950,950,1937-01-01,0,98168,47.5003
7,1260,0,1951-01-01,0,98177,47.7013
7,1210,0,1953-01-01,0,98148,47.4402
10,3420,0,2006-01-01,0,98040,47.5736
7,2120,0,2002-01-01,0,98038,47.3795
10,2460,0,1992-01-01,0,98117,47.6999
11,3790,0,1993-01-01,0,98027,47.5525
10,2350,0,1987-01-01,0,98074,47.6411
6,620,0,1911-01-01,0,98107,47.6655
7,1340,580,1962-01-01,0,98074,47.6052
7,1050,0,1959-01-01,0,98031,47.4043
7,1360,0,1966-01-01,0,98031,47.4143
6,1180,0,1944-01-01,0,98178,47.4947
7,1170,390,1939-01-01,0,98146,47.5093
8,3300,0,1984-01-01,0,98077,47.7657
7,750,350,2006-01-01,0,98102,47.6405
7,1090,680,1954-01-01,0,98168,47.4997
6,800,400,1950-01-01,0,98106,47.519
8,1330,0,1985-01-01,0,98028,47.7689
8,1570,0,1959-01-01,0,98003,47.3365
7,1610,0,1952-01-01,0,98168,47.5095
7,1100,0,1978-01-01,0,98001,47.3003
7,1810,0,1976-01-01,0,98034,47.7319
8,2440,490,1995-01-01,0,98014,47.6991
8,1780,0,1916-01-01,0,98103,47.662
8,1950,1100,1950-01-01,0,98115,47.6772
8,1540,0,2005-01-01,0,98029,47.5479
7,1380,0,1959-01-01,0,98168,47.5131
8,1890,0,1976-01-01,0,98070,47.4137
7,1570,0,1991-01-01,0,98022,47.2016
7,1480,1060,1962-01-01,0,98155,47.7754
7,1000,520,1955-01-01,0,98006,47.5659
9,2780,0,2004-01-01,0,98033,47.666
6,1730,0,1945-01-01,0,98126,47.5357
7,1170,1170,1951-01-01,0,98188,47.448
6,1300,0,1943-01-01,0,98045,47.4996
7,1420,0,1941-01-01,1973,98115,47.68
7,1470,0,1980-01-01,0,98034,47.723
9,2850,0,1998-01-01,0,98033,47.6747
8,1560,800,1926-01-01,1989,98136,47.5433
7,1610,0,1927-01-01,0,98155,47.7527
7,1210,1210,1949-01-01,0,98027,47.4511
8,1170,300,2004-01-01,0,98029,47.5464
6,1410,0,1992-01-01,0,98077,47.7432
8,1840,0,1983-01-01,0,98023,47.3124
8,2450,0,1990-01-01,0,98023,47.3093
7,850,650,1940-01-01,0,98199,47.6474
7,1280,800,1950-01-01,0,98115,47.6883
9,2770,0,1987-01-01,0,98053,47.6495
8,2370,0,2006-01-01,0,98038,47.3515
7,1970,1030,1998-01-01,0,98011,47.7599
10,2680,1750,1964-01-01,2015,98118,47.5462
7,1550,0,1944-01-01,0,98199,47.6567
8,1550,740,1959-01-01,0,98166,47.4434
9,2560,0,2006-01-01,0,98038,47.3533
7,1240,0,1971-01-01,0,98118,47.5294
9,2590,0,2004-01-01,0,98052,47.7047
7,1370,0,1905-01-01,1985,98103,47.6857
7,680,680,1925-01-01,0,98107,47.6727
8,1600,460,1980-01-01,0,98022,47.184
7,1120,0,1976-01-01,0,98042,47.3659
7,1630,0,1943-01-01,0,98188,47.4538
6,1590,0,1909-01-01,0,98032,47.3769
7,1390,1090,1950-01-01,0,98004,47.584
9,2700,0,2004-01-01,0,98115,47.6725
7,1110,820,1975-01-01,0,98072,47.735
8,2490,0,2002-01-01,0,98022,47.2725
6,1000,0,1910-01-01,0,98107,47.6742
9,2130,0,1976-01-01,0,98074,47.6408
7,960,100,1926-01-01,0,98107,47.6721
7,1730,0,1999-01-01,0,98148,47.4317
9,2810,0,1998-01-01,0,98031,47.4045
7,880,0,1940-01-01,0,98117,47.6848
7,1040,0,1951-01-01,0,98155,47.7444
7,930,900,1946-01-01,0,98125,47.701
8,1800,0,1984-01-01,2011,98112,47.625
7,1340,1120,1911-01-01,0,98108,47.5445
7,1670,0,1999-01-01,0,98072,47.7623
8,1750,910,1977-01-01,0,98011,47.7351
9,2850,0,1997-01-01,0,98023,47.2848
7,820,0,1941-01-01,0,98177,47.7256
8,1490,860,1960-01-01,0,98118,47.5514
7,1480,0,1980-01-01,0,98022,47.1967
8,1730,1200,1965-01-01,0,98034,47.7188
7,1030,220,1949-01-01,0,98108,47.5292
8,1780,980,1940-01-01,0,98177,47.7248
9,2380,0,2014-01-01,0,98034,47.7194
7,1730,0,1986-01-01,0,98004,47.5825
8,1670,0,1961-01-01,0,98117,47.6921
8,2150,0,1991-01-01,0,98042,47.3117
6,730,200,1917-01-01,0,98118,47.5598
6,620,0,1900-01-01,0,98115,47.6746
7,1960,0,1940-01-01,2003,98116,47.5849
8,1700,850,1972-01-01,0,98033,47.6477
7,1130,860,1912-01-01,0,98103,47.6572
9,3550,0,2006-01-01,0,98065,47.5431
6,860,0,1955-01-01,0,98001,47.295
9,2031,0,1988-01-01,0,98023,47.3058
8,1590,0,1974-01-01,0,98058,47.4365
9,3010,0,1959-01-01,0,98005,47.6387
10,2610,0,1993-01-01,0,98006,47.5535
8,1180,260,1988-01-01,0,98074,47.6225
7,960,960,1947-01-01,0,98126,47.5583
7,1670,0,1912-01-01,0,98116,47.5862
7,1030,360,1960-01-01,0,98198,47.4128
7,2140,0,1979-01-01,0,98031,47.3913
7,1250,0,1955-01-01,0,98155,47.7474
7,1080,0,1952-01-01,0,98133,47.7579
9,2110,650,1991-01-01,0,98031,47.3895
8,2180,0,2004-01-01,0,98011,47.776
8,1260,0,2002-01-01,0,98107,47.6706
7,1510,100,1905-01-01,0,98118,47.5261
7,2450,0,1967-01-01,0,98065,47.5317
11,4150,0,2003-01-01,0,98053,47.6746
5,960,0,1939-01-01,0,98027,47.5322
8,1340,0,2004-01-01,0,98053,47.7182
7,2400,600,1918-01-01,1999,98106,47.556
9,3080,0,2003-01-01,0,98075,47.6007
7,1130,0,1954-01-01,0,98133,47.7362
6,1760,520,1909-01-01,0,98034,47.7096
7,1652,300,1960-01-01,0,98032,47.3715
8,1200,80,1998-01-01,0,98107,47.6741
9,3690,0,1977-01-01,0,98155,47.7672
11,3310,1300,2006-01-01,0,98027,47.5373
9,2920,0,1990-01-01,0,98022,47.2492
8,1020,210,2004-01-01,0,98122,47.6191
6,790,790,1944-01-01,0,98178,47.4971
6,1220,0,1908-01-01,0,98103,47.6801
6,1020,0,1939-01-01,0,98108,47.5558
7,1510,0,1961-01-01,0,98188,47.4419
7,1010,820,1966-01-01,0,98006,47.5728
8,1650,1100,1967-01-01,0,98006,47.5644
7,1140,720,1967-01-01,0,98042,47.3796
9,2720,0,1988-01-01,0,98052,47.6371
7,1200,160,1936-01-01,0,98199,47.6372
8,1340,1000,1965-01-01,0,98006,47.5715
8,2600,0,2005-01-01,0,98059,47.4865
7,1090,1000,1993-01-01,0,98146,47.4962
7,1360,900,1924-01-01,0,98056,47.5122
7,930,460,1947-01-01,0,98105,47.6696
8,2300,0,2004-01-01,0,98038,47.3497
8,1710,1100,1973-01-01,0,98006,47.5657
9,4060,0,1996-01-01,0,98077,47.7615
10,2370,420,1933-01-01,1989,98006,47.5466
7,1290,0,1930-01-01,0,98115,47.6951
6,720,0,1942-01-01,0,98106,47.5225
7,1570,560,1913-01-01,0,98118,47.5451
7,1350,400,1965-01-01,0,98188,47.4571
6,960,0,1949-01-01,0,98146,47.4852
8,1570,0,1930-01-01,0,98133,47.7686
9,1720,1350,1985-01-01,0,98198,47.3716
10,2030,890,1957-01-01,0,98199,47.6406
7,1120,750,1955-01-01,0,98116,47.5771
8,1540,0,1907-01-01,0,98122,47.6138
7,1440,0,1990-01-01,0,98019,47.7698
8,2070,740,1994-01-01,0,98045,47.4861
8,1250,1200,1958-01-01,0,98040,47.5731
6,1330,0,1925-01-01,0,98168,47.4824
9,2430,700,2011-01-01,0,98005,47.5932
5,730,0,1945-01-01,0,98117,47.6992
7,1470,1010,1916-01-01,0,98116,47.5686
7,1270,0,1969-01-01,0,98056,47.5351
8,1430,800,1977-01-01,0,98136,47.53
9,2220,660,1909-01-01,1991,98122,47.6155
8,2434,0,2007-01-01,0,98001,47.2874
7,1000,120,2004-01-01,0,98106,47.534
11,4080,0,2001-01-01,0,98059,47.5188
10,1960,1760,1962-01-01,0,98006,47.5627
6,1010,420,1930-01-01,0,98168,47.4783
7,790,770,1923-01-01,2001,98103,47.6587
8,1460,240,1947-01-01,0,98199,47.6534
9,2200,310,1967-01-01,0,98005,47.5973
6,1400,1200,1914-01-01,0,98105,47.6691
6,790,0,1911-01-01,0,98118,47.5677
7,1320,390,1956-01-01,0,98166,47.4544
8,1470,1190,1969-01-01,0,98006,47.5667
7,1470,0,1963-01-01,0,98008,47.6316
8,1780,570,1929-01-01,0,98118,47.5516
8,2440,0,1910-01-01,0,98112,47.6242
7,1150,0,1961-01-01,0,98168,47.4931
7,1030,480,1976-01-01,0,98077,47.758
7,870,0,1942-01-01,0,98126,47.5274
8,1280,0,1918-01-01,0,98136,47.5501
9,2600,0,1988-01-01,0,98011,47.7387
7,1190,840,1977-01-01,0,98052,47.6939
7,1930,0,1979-01-01,0,98003,47.345
10,3210,0,1998-01-01,0,98023,47.3357
7,1370,600,1961-01-01,0,98011,47.7603
9,2150,1910,1977-01-01,0,98028,47.7678
9,3316,0,1986-01-01,0,98023,47.3036
6,1460,0,1900-01-01,0,98033,47.6857
7,2100,0,1972-01-01,0,98034,47.7239
7,1830,0,1990-01-01,0,98030,47.367
7,1530,0,1970-01-01,0,98055,47.4529
6,1490,0,1942-01-01,0,98125,47.712
7,860,0,1952-01-01,0,98116,47.5697
7,1330,800,1968-01-01,0,98059,47.5071
9,3580,0,1966-01-01,0,98040,47.5364
8,2420,0,2003-01-01,0,98042,47.3687
8,1370,530,1977-01-01,0,98146,47.5033
7,1330,0,1960-01-01,0,98006,47.5538
8,2150,0,2003-01-01,0,98075,47.5893
8,1080,290,2009-01-01,0,98133,47.7055
9,2430,0,1992-01-01,0,98011,47.744
6,1220,420,1943-01-01,0,98056,47.4894
7,1010,0,1968-01-01,0,98034,47.7225
7,1370,130,1926-01-01,0,98107,47.6689
9,1180,560,2012-01-01,0,98199,47.644
8,1510,580,1989-01-01,0,98092,47.3097
9,1850,0,1976-01-01,0,98074,47.6286
9,2790,0,1993-01-01,0,98053,47.673
7,1190,290,1975-01-01,0,98023,47.3037
9,2280,0,1987-01-01,0,98029,47.5688
10,3180,0,1984-01-01,0,98074,47.6313
7,2350,0,1993-01-01,0,98014,47.6527
9,2710,1200,2000-01-01,0,98038,47.3766
6,770,0,1947-01-01,0,98155,47.7606
6,1080,700,1900-01-01,1996,98010,47.3124
7,1170,1130,1967-01-01,0,98059,47.4739
9,2510,0,1943-01-01,2014,98052,47.6832
8,1410,0,2005-01-01,0,98103,47.698
9,2380,1870,1974-01-01,0,98040,47.5453
8,1860,700,1980-01-01,0,98072,47.7511
8,1760,0,1992-01-01,0,98003,47.2672
8,2100,0,1979-01-01,0,98042,47.3833
6,1490,0,1963-01-01,0,98023,47.306
6,870,0,1950-01-01,2007,98126,47.52
8,1260,0,2003-01-01,0,98029,47.5476
8,2630,0,1953-01-01,0,98004,47.639
6,1160,790,1908-01-01,0,98118,47.5372
7,1100,1100,1979-01-01,0,98058,47.464
7,1600,0,1960-01-01,0,98058,47.4129
7,1230,0,1952-01-01,0,98118,47.5553
6,1030,0,1917-01-01,0,98107,47.6585
7,870,170,1965-01-01,0,98070,47.4222
7,2240,0,1943-01-01,2005,98178,47.4886
6,800,800,1944-01-01,0,98126,47.5686
7,1180,1010,1977-01-01,0,98001,47.2702
7,1899,0,1943-01-01,2005,98198,47.3987
7,1580,290,1927-01-01,0,98107,47.6674
7,1360,370,1990-01-01,0,98042,47.3588
7,1860,0,1994-01-01,0,98038,47.3864
7,1290,650,1965-01-01,0,98055,47.4361
6,670,0,1926-01-01,0,98126,47.5387
7,1040,780,1961-01-01,0,98168,47.505
10,3810,0,2003-01-01,0,98007,47.6006
8,2060,0,1907-01-01,0,98105,47.66
7,1140,380,1975-01-01,0,98072,47.7358
9,3450,0,2001-01-01,0,98022,47.2123
6,830,0,1943-01-01,0,98106,47.5293
7,1020,860,1946-01-01,0,98001,47.2633
7,1300,900,1920-01-01,0,98033,47.6845
8,1800,0,1982-01-01,0,98006,47.557
6,1200,0,1936-01-01,0,98198,47.4162
7,1220,1000,1947-01-01,0,98199,47.6426
7,1380,0,1960-01-01,0,98040,47.5866
7,1660,0,1947-01-01,0,98155,47.7485
6,1310,1010,1921-01-01,0,98144,47.573
8,1420,1380,1971-01-01,0,98006,47.5716
6,1210,0,1900-01-01,0,98103,47.6872
8,2331,0,2007-01-01,0,98058,47.4444
7,1320,500,1952-01-01,0,98178,47.5053
8,2860,0,2004-01-01,0,98028,47.745
7,1750,1000,1926-01-01,0,98115,47.6845
7,1750,1000,1926-01-01,0,98115,47.6845
9,2280,0,1926-01-01,0,98105,47.6574
7,1610,0,1989-01-01,0,98023,47.3085
10,3150,610,1969-01-01,0,98040,47.5605
9,2230,710,1988-01-01,0,98105,47.6641
10,3140,1320,1955-01-01,2007,98112,47.6342
8,940,170,2007-01-01,0,98144,47.5929
9,1280,1280,1977-01-01,0,98027,47.4655
6,1060,0,1906-01-01,0,98177,47.7712
8,2010,800,1958-01-01,0,98031,47.4045
7,930,450,1950-01-01,0,98115,47.6841
7,930,450,1950-01-01,0,98115,47.6841
7,1970,590,1959-01-01,0,98011,47.7668
7,1010,0,1972-01-01,0,98045,47.4483
7,1790,0,1987-01-01,0,98022,47.2309
7,1600,0,2003-01-01,0,98001,47.3314
6,910,0,1951-01-01,0,98125,47.7153
8,2497,0,2007-01-01,0,98001,47.2873
7,1800,0,1966-01-01,0,98023,47.333
7,1470,1100,1981-01-01,0,98092,47.3013
6,660,660,1918-01-01,0,98106,47.5327
7,1670,0,2003-01-01,0,98056,47.4799
8,2800,0,2003-01-01,0,98028,47.776
9,3360,0,1988-01-01,0,98033,47.6534
8,2590,0,1991-01-01,0,98074,47.6139
8,1530,0,1993-01-01,0,98038,47.3746
7,1330,0,1969-01-01,0,98034,47.7251
8,2160,0,1991-01-01,0,98042,47.3622
8,1830,0,1994-01-01,0,98031,47.4184
7,1070,400,1950-01-01,0,98177,47.7013
5,590,560,1927-01-01,0,98115,47.6973
7,1790,0,2004-01-01,0,98038,47.3841
7,1120,580,1960-01-01,0,98168,47.5114
7,1630,0,1967-01-01,0,98198,47.3658
9,3420,0,1988-01-01,0,98077,47.7745
7,1650,0,1983-01-01,0,98034,47.7145
9,2810,0,1988-01-01,0,98075,47.5941
8,2710,0,1994-01-01,0,98038,47.379
9,2650,670,1977-01-01,0,98006,47.554
6,720,0,1940-01-01,0,98118,47.551
6,930,0,1912-01-01,0,98014,47.6567
7,1490,0,1997-01-01,0,98030,47.3648
8,1150,540,2014-01-01,0,98029,47.5521
7,1720,0,1992-01-01,0,98031,47.4034
7,1140,0,1964-01-01,0,98022,47.2093
8,2280,0,1987-01-01,0,98029,47.5719
7,900,200,1929-01-01,0,98103,47.6872
8,1360,440,1980-01-01,0,98033,47.692
8,2500,0,1988-01-01,0,98052,47.6915
8,1520,1430,1983-01-01,0,98136,47.5257
8,1940,0,1963-01-01,0,98116,47.5782
7,1140,140,1942-01-01,0,98126,47.5258
9,3800,0,1993-01-01,0,98053,47.6734
7,930,0,1953-01-01,0,98115,47.6952
7,1020,910,1962-01-01,0,98028,47.7743
10,1820,1160,1981-01-01,0,98052,47.7318
8,2800,0,2004-01-01,0,98038,47.3521
10,2300,890,1984-01-01,0,98074,47.6323
7,1710,0,1958-01-01,0,98028,47.7391
6,1120,860,1950-01-01,0,98106,47.5291
7,1080,830,1959-01-01,0,98103,47.6844
8,3160,0,1989-01-01,0,98107,47.6748
7,1320,270,1939-01-01,0,98103,47.6864
8,1890,0,1967-01-01,0,98008,47.6328
7,1580,920,2000-01-01,0,98042,47.3414
7,1230,510,1989-01-01,0,98028,47.7397
7,1080,0,1986-01-01,0,98033,47.6955
7,1330,400,1958-01-01,0,98133,47.7365
7,2480,0,2004-01-01,0,98058,47.4387
7,980,470,2005-01-01,0,98122,47.6184
10,2750,0,1991-01-01,0,98006,47.5426
8,1410,1410,1954-01-01,0,98028,47.7609
7,1830,0,1954-01-01,0,98028,47.7754
8,1550,0,2006-01-01,0,98075,47.5684
7,840,800,1959-01-01,0,98107,47.666
6,860,860,1923-01-01,0,98118,47.5299
8,2880,0,1921-01-01,0,98144,47.5861
7,1220,0,1931-01-01,0,98178,47.5038
9,1560,0,2009-01-01,0,98103,47.6929
7,1090,0,1990-01-01,0,98028,47.7526
7,1140,0,1916-01-01,0,98103,47.6795
8,1040,0,2003-01-01,0,98105,47.6692
9,1300,1280,1950-01-01,0,98199,47.6514
7,1490,820,1927-01-01,2014,98103,47.6889
7,1590,0,1991-01-01,0,98122,47.61
7,1270,0,1969-01-01,0,98052,47.6706
6,1240,0,1970-01-01,0,98042,47.3683
8,2210,0,1988-01-01,0,98029,47.5715
8,1510,830,1978-01-01,0,98027,47.4846
7,920,500,1987-01-01,0,98198,47.4192
7,1140,290,1980-01-01,0,98045,47.4964
8,2470,0,1960-01-01,2012,98040,47.5651
8,2390,0,2000-01-01,0,98010,47.3389
7,1120,0,1969-01-01,0,98077,47.7575
8,1760,940,1907-01-01,0,98122,47.6074
9,3170,320,1924-01-01,0,98102,47.6394
7,1640,0,1966-01-01,0,98058,47.455
7,1110,510,1950-01-01,0,98112,47.6393
8,1670,0,1912-01-01,0,98112,47.635
8,1870,0,1990-01-01,0,98055,47.4314
6,1300,0,1900-01-01,0,98144,47.5937
8,2190,0,1991-01-01,0,98019,47.7321
7,1320,0,1966-01-01,0,98034,47.7267
7,1250,0,1964-01-01,0,98008,47.6342
7,1360,680,1967-01-01,0,98092,47.3107
7,1070,1070,1910-01-01,0,98117,47.6993
8,2010,500,1920-01-01,0,98144,47.5798
7,2200,0,1996-01-01,0,98038,47.3675
7,1220,950,1959-01-01,0,98004,47.6078
8,2980,0,2003-01-01,0,98038,47.378
7,1180,0,1902-01-01,0,98117,47.6779
6,1540,0,1953-01-01,0,98155,47.7372
6,1540,0,1953-01-01,0,98155,47.7372
8,1720,1390,1974-01-01,0,98052,47.6301
8,1370,0,1940-01-01,2012,98117,47.6982
8,2440,0,1975-01-01,0,98042,47.3762
7,1330,430,1983-01-01,0,98199,47.6579
9,1750,1060,2006-01-01,0,98055,47.4461
10,2500,0,1997-01-01,0,98053,47.6778
10,3220,0,1996-01-01,0,98077,47.7311
10,2880,0,1992-01-01,0,98077,47.766
8,2700,0,2004-01-01,0,98065,47.5376
7,1870,810,1995-01-01,0,98010,47.3279
7,920,860,1922-01-01,0,98117,47.6827
8,2240,0,1999-01-01,0,98003,47.3485
7,1610,0,1967-01-01,0,98056,47.5327
9,960,480,2004-01-01,0,98116,47.5592
7,1550,0,1948-01-01,1979,98146,47.5093
9,1720,0,1954-01-01,2014,98122,47.6157
7,1740,0,1959-01-01,0,98133,47.7717
9,2050,1230,1981-01-01,0,98006,47.5504
9,2216,0,1968-01-01,2005,98092,47.3164
6,820,280,1947-01-01,0,98166,47.4653
7,1180,0,1948-01-01,0,98177,47.7153
7,1370,650,1952-01-01,0,98155,47.7487
6,1150,0,1951-01-01,0,98178,47.4927
6,1200,890,1986-01-01,0,98030,47.3764
8,1300,0,2005-01-01,0,98107,47.6704
7,1340,900,1978-01-01,0,98034,47.7198
10,2000,1540,2005-01-01,0,98033,47.6643
8,1780,1060,1958-01-01,0,98177,47.7505
8,2080,0,1996-01-01,0,98092,47.2627
6,1550,0,1947-01-01,0,98055,47.4315
7,1900,0,1962-01-01,0,98007,47.6167
9,2120,640,2004-01-01,0,98119,47.6529
8,1410,0,1927-01-01,0,98109,47.6385
7,1240,0,1960-01-01,0,98030,47.3714
11,3510,910,2000-01-01,0,98059,47.5262
7,1970,1420,1961-01-01,0,98031,47.3954
7,1400,0,1962-01-01,0,98011,47.7659
7,1670,440,2002-01-01,0,98118,47.5449
7,1310,0,1948-01-01,0,98008,47.6065
7,1270,0,1957-01-01,0,98188,47.4599
6,1190,870,1924-01-01,0,98106,47.515
8,1280,1250,1977-01-01,0,98023,47.313
7,1410,490,1942-01-01,0,98105,47.6697
7,2910,0,2006-01-01,0,98065,47.5402
7,1300,600,1971-01-01,0,98038,47.4199
8,1980,900,1991-01-01,0,98055,47.4874
9,2820,0,1998-01-01,0,98010,47.3415
7,1620,0,1920-01-01,0,98103,47.659
9,3320,0,1997-01-01,0,98053,47.6504
9,3770,0,2003-01-01,0,98010,47.3552
6,1200,0,1917-01-01,0,98198,47.4039
8,1240,890,1959-01-01,0,98199,47.6586
7,1050,900,1962-01-01,0,98001,47.3381
7,1510,410,1969-01-01,0,98023,47.3092
7,1280,1230,1961-01-01,2001,98033,47.7005
7,1990,0,1926-01-01,0,98198,47.3449
7,1230,0,1969-01-01,0,98042,47.3266
9,3190,0,1982-01-01,0,98024,47.5477
10,4170,1550,2004-01-01,0,98006,47.5464
7,1210,1070,1911-01-01,0,98105,47.6675
6,1550,0,1959-01-01,0,98008,47.6229
8,1150,540,2014-01-01,0,98029,47.5524
8,1341,310,2008-01-01,0,98133,47.7076
8,1690,570,1962-01-01,0,98029,47.5528
8,1510,0,2005-01-01,0,98053,47.7136
7,1490,0,1966-01-01,0,98052,47.6697
7,2220,0,2001-01-01,0,98059,47.4902
8,1400,1400,1965-01-01,0,98198,47.3554
7,1210,1000,1975-01-01,0,98038,47.4039
8,1080,1070,1951-01-01,0,98117,47.6814
7,1140,260,1985-01-01,0,98030,47.349
8,1580,870,1967-01-01,0,98006,47.5694
7,760,220,1941-01-01,0,98115,47.692
9,2170,630,1990-01-01,0,98112,47.6215
7,1240,0,1925-01-01,0,98125,47.7326
8,1240,370,2007-01-01,0,98106,47.5257
7,1240,270,1989-01-01,0,98045,47.4851
7,1670,0,1967-01-01,0,98001,47.3406
7,1200,1120,1987-01-01,0,98108,47.5552
7,1900,0,1984-01-01,0,98031,47.402
9,2390,0,2003-01-01,0,98028,47.7379
8,2110,0,1979-01-01,0,98053,47.657
7,810,660,1973-01-01,0,98052,47.7
8,1630,1040,1908-01-01,0,98118,47.5131
8,1870,670,2000-01-01,0,98055,47.4608
8,2970,480,1927-01-01,1975,98116,47.5605
7,1700,0,1991-01-01,0,98058,47.4164
7,1500,310,1968-01-01,0,98133,47.7273
7,1030,520,1978-01-01,0,98106,47.5503
9,2630,1480,2002-01-01,0,98006,47.5506
7,1300,780,1963-01-01,0,98118,47.5322
7,1100,0,1906-01-01,0,98109,47.6388
8,3950,0,1960-01-01,0,98040,47.5489
7,1250,0,1954-01-01,0,98146,47.503
8,2120,500,1931-01-01,1991,98125,47.7142
9,2290,0,1953-01-01,1983,98102,47.641
7,3500,0,1980-01-01,0,98155,47.7351
7,3500,0,1980-01-01,0,98155,47.7351
7,970,720,1943-01-01,0,98106,47.5312
8,3000,1500,1968-01-01,0,98125,47.7262
6,1120,0,1948-01-01,0,98055,47.4871
8,1740,0,1989-01-01,0,98058,47.463
7,1010,0,1960-01-01,0,98030,47.3762
7,1010,0,1960-01-01,0,98030,47.3762
6,1200,0,1984-01-01,0,98031,47.4236
7,1020,0,1978-01-01,0,98045,47.4465
8,1850,0,1979-01-01,0,98052,47.6602
7,1830,0,1957-01-01,0,98008,47.6017
7,1160,910,1963-01-01,0,98008,47.632
6,1160,0,1918-01-01,0,98146,47.5064
10,3280,0,1996-01-01,0,98077,47.7073
